species,code,treatment,temp,petri,sow_date,initial_pre,cold_strat,D7,D14,D21,D28,D35,D42,empty,fungus
Solidago virgaurea,250821-13,A_alternate_light,15_5,4,12/04/2023,24,0,0,0,0,0,0,0,1,6
Solidago virgaurea,250821-13,B_alternate_dark,15_5,1,12/04/2023,25,,,,,,,0,0,0
Solidago virgaurea,250821-13,B_alternate_dark,15_5,2,12/04/2023,25,,,,,,,0,1,2
Solidago virgaurea,250821-13,B_alternate_dark,15_5,3,12/04/2023,25,,,,,,,0,3,0
Solidago virgaurea,250821-13,B_alternate_dark,15_5,4,12/04/2023,25,,,,,,,0,0,1
Solidago virgaurea,250821-13,C_alternate_WP,15_5,1,12/04/2023,25,0,0,0,0,0,0,0,7,2
Solidago virgaurea,250821-13,C_alternate_WP,15_5,2,12/04/2023,25,0,0,0,0,0,0,0,4,13
Solidago virgaurea,250821-13,C_alternate_WP,15_5,3,12/04/2023,25,0,0,0,0,0,0,0,1,20
Solidago virgaurea,250821-13,C_alternate_WP,15_5,4,12/04/2023,16,0,0,0,0,0,0,0,0,16
Solidago virgaurea,250821-13,D_constant_light,10,1,12/04/2023,22,1,0,0,0,0,0,0,2,5
Solidago virgaurea,250821-13,D_constant_light,10,2,12/04/2023,25,0,0,0,0,0,0,0,3,5
Solidago virgaurea,250821-13,D_constant_light,10,3,12/04/2023,25,1,0,0,0,0,0,0,3,2
Solidago virgaurea,250821-13,D_constant_light,10,4,12/04/2023,25,0,0,0,0,0,0,0,3,8
Spergula morisonii,300522-01,A_alternate_light,22_12,1,12/04/2023,25,0,0,0,0,0,1,0,0,0
Spergula morisonii,300522-01,A_alternate_light,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,0,1
Spergula morisonii,300522-01,A_alternate_light,22_12,3,12/04/2023,25,0,0,0,0,1,0,0,0,0
Spergula morisonii,300522-01,A_alternate_light,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,1,0
Spergula morisonii,300522-01,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,0,0,0
Spergula morisonii,300522-01,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,0,1,0
Spergula morisonii,300522-01,B_alternate_dark,22_12,3,12/04/2023,25,,,,,,,0,1,1
Spergula morisonii,300522-01,B_alternate_dark,22_12,4,12/04/2023,25,,,,,,,0,2,1
Spergula morisonii,300522-01,C_alternate_WP,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,0,0
Spergula morisonii,300522-01,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,0,0
Spergula morisonii,300522-01,C_alternate_WP,22_12,3,12/04/2023,25,0,0,0,0,0,0,0,0,2
Spergula morisonii,300522-01,C_alternate_WP,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,0,0
Spergula morisonii,300522-01,D_constant_light,17,1,12/04/2023,25,0,0,0,0,0,0,0,0,1
Spergula morisonii,300522-01,D_constant_light,17,2,12/04/2023,25,0,1,0,0,0,0,0,1,0
Spergula morisonii,300522-01,D_constant_light,17,3,12/04/2023,25,0,1,0,0,2,0,0,0,0
Spergula morisonii,300522-01,D_constant_light,17,4,12/04/2023,25,0,3,0,0,0,0,0,0,0
Teesdalia conferta,090822-04,A_alternate_light,22_12,1,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,A_alternate_light,22_12,2,13/04/2023,24,24,,,,,,,0,0
Teesdalia conferta,090822-04,A_alternate_light,22_12,3,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,A_alternate_light,22_12,4,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,24,0,1
Teesdalia conferta,090822-04,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,24,0,1
Teesdalia conferta,090822-04,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,25,0,0
Teesdalia conferta,090822-04,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,25,0,0
Teesdalia conferta,090822-04,C_alternate_WP,22_12,1,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,C_alternate_WP,22_12,2,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,C_alternate_WP,22_12,3,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,C_alternate_WP,22_12,4,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,D_constant_light,17,1,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,D_constant_light,17,2,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,D_constant_light,17,3,13/04/2023,25,25,,,,,,,0,0
Teesdalia conferta,090822-04,D_constant_light,17,4,13/04/2023,25,25,,,,,,,0,0
Thymus praecox,120821-06,A_alternate_light,22_12,1,12/04/2023,25,0,9,0,0,0,0,0,3,3
Thymus praecox,120821-06,A_alternate_light,22_12,2,12/04/2023,25,0,6,1,0,0,0,0,7,0
Thymus praecox,130921-10,A_alternate_light,22_12,1,12/04/2023,25,0,5,0,0,0,0,0,10,0
Thymus praecox,130921-10,A_alternate_light,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,9,0
Thymus praecox,120821-06,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,5,2,0
Thymus praecox,120821-06,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,15,0,1
Thymus praecox,130921-10,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,4,4,0
Thymus praecox,130921-10,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,8,2,2
Thymus praecox,120821-06,C_alternate_WP,22_12,1,12/04/2023,25,0,1,1,0,1,0,0,4,0
Thymus praecox,120821-06,C_alternate_WP,22_12,2,12/04/2023,25,0,3,0,0,0,0,0,5,0
Thymus praecox,130921-10,C_alternate_WP,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,13,0
Thymus praecox,130921-10,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,12,0
Thymus praecox,120821-06,D_constant_light,17,1,12/04/2023,25,0,10,2,0,0,0,0,1,3
Thymus praecox,120821-06,D_constant_light,17,2,12/04/2023,25,0,11,0,0,1,0,0,4,0
Thymus praecox,130921-10,D_constant_light,17,1,12/04/2023,25,0,9,0,0,0,0,0,2,0
Thymus praecox,130921-10,D_constant_light,17,2,12/04/2023,25,0,6,2,0,0,0,0,7,0
Veronica nummularia,190822-06,A_alternate_light,22_12,1,11/04/2023,25,1,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,A_alternate_light,22_12,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,A_alternate_light,22_12,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,A_alternate_light,22_12,4,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,B_alternate_dark,22_12,1,11/04/2023,25,,,,,,,1,0,0
Veronica nummularia,190822-06,B_alternate_dark,22_12,2,11/04/2023,25,,,,,,,0,0,0
Veronica nummularia,190822-06,B_alternate_dark,22_12,3,11/04/2023,25,,,,,,,0,0,0
Veronica nummularia,190822-06,B_alternate_dark,22_12,4,11/04/2023,25,,,,,,,0,0,0
Veronica nummularia,190822-06,C_alternate_WP,22_12,1,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,C_alternate_WP,22_12,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,C_alternate_WP,22_12,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,C_alternate_WP,22_12,4,11/04/2023,25,0,0,0,0,0,0,0,0,0
Veronica nummularia,190822-06,D_constant_light,17,1,11/04/2023,25,0,0,0,0,0,0,0,1,0
Veronica nummularia,190822-06,D_constant_light,17,2,11/04/2023,25,0,0,0,0,0,0,0,1,0
Veronica nummularia,190822-06,D_constant_light,17,3,11/04/2023,25,0,0,0,0,0,0,0,2,0
Veronica nummularia,190822-06,D_constant_light,17,4,11/04/2023,25,0,0,0,0,0,0,0,0,0
